what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339185288541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339185321641
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339185327921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339185390411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339185452721
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1339185454341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339185455431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339185470841
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1339185470851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339185478451
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1339185488921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339185504701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1339185504711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339185508961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339185598477
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339185600577
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339185600607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339185630847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339185631927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339185635187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339185635747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339185640707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339185642857
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339185645017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339185649757
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339185697397
error,log,,,"Current file is not a match for the given config.",1339185697487
error,log,,,"Current file is not a match for the given config.",1339185697487
error,log,,,"Current file is not a match for the given config.",1339185697487
error,log,,,"Current file is not a match for the given config.",1339185697487
error,log,,,"Current file is not a match for the given config.",1339185697487
error,log,,,"Current file is not a match for the given config.",1339185697487
error,log,,,"Current file is not a match for the given config.",1339185697487
error,log,,,"Current file is not a match for the given config.",1339185697487
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
error,log,,,"Current file is not a match for the given config.",1339185697497
